code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000423,东阿阿胶,CN,SZSE,C 制造业,False,1996-07-29T00:00:00.000,28000112307.52,27951130739.640003,43.48,193867029.0,16.104,2.594,False,False,False,True,193867029.0,20.0,True,False,False,True,0.1666,0.7346974566,0.2594952302,0.2255375736,1.3165892193,True,0.1446812511,1.0930083868,C 制造业,0.0289880937,0.0817570926,0.3065539112,0.4529598309,0.0083920779,83
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,19276696337.66,19245811077.66,6.46,181327253.0,9.603,0.952,False,False,False,True,181327253.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0364086687,0.1919763613,0.2068965517,0.2068965517,0.0186440678,7
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,7456200540.940001,7391463180.94,7.31,100920803.0,12.183,2.009,False,False,False,True,100920803.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1357639948,0.2653276956,0.3086680761,0.0083920779,83
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,6326950095.0,6322925745.0,27.0,82702013.0,11.842,2.129,False,False,False,True,82702013.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0154225787,0.2009692888,0.261627907,0.3393234672,0.0083920779,83
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,36879067733.28,36845299106.48,22.16,298907384.0,10.757,1.586,False,False,False,True,298907384.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.024370095,0.1494908407,0.25,0.1812896406,0.0083920779,83
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,38437500000.0,13837500000.0,10.25,176650005.0,12.813,1.398,False,False,False,True,176650005.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2339075402,0.275862069,0.4137931034,0.0186440678,7
002001,新和成,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,90911813294.4,89830020870.23999,29.58,774041450.0,13.385,2.588,False,False,False,True,774041450.0,20.0,True,False,False,True,0.2187,0.4467391229,0.3039903473,0.2772751322,1.3005872607,True,0.1662326171,0.136741171,C 制造业,0.0260926288,0.0967688469,0.2774841438,0.4497885835,0.0083920779,83
002003,伟星股份,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,9903450809.49,8514100230.440001,8.33,46668563.0,15.145,2.119,False,False,False,True,46668563.0,20.0,True,False,False,True,0.1441,0.4203445898,0.1342824627,0.3237517122,1.7600313931,True,0.1397273809,0.1021970403,C 制造业,0.040526849,0.1145573321,0.2933403805,0.3366807611,0.0083920779,83
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,10142923269.2,8528346986.3,11.78,192628433.0,12.804,1.664,False,False,False,True,192628433.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0770337162,0.271141649,0.2061310782,0.0083920779,83
002128,电投能源,CN,SZSE,B 采矿业,False,2007-04-18T00:00:00.000,70822535525.06,53752932362.14,23.98,263975853.0,9.909,1.784,False,False,False,True,263975853.0,20.0,True,False,False,True,0.1494,0.3683414782,0.1799467607,0.2275006875,1.6990825472,True,0.0845011017,0.2121579811,B 采矿业,0.033101622,0.1300077696,0.1724137931,0.2413793103,0.0170294966,5
002130,沃尔核材,CN,SZSE,C 制造业,False,2007-04-20T00:00:00.000,24875998422.74,20381341553.579998,17.77,879506691.0,19.315,2.718,False,False,False,True,879506691.0,20.0,True,False,False,True,0.1905,0.3165310693,0.1353584577,0.4476402896,1.014148428,True,0.1559314126,0.2364886447,C 制造业,0.0092853123,0.0466333975,0.3520084567,0.4756871036,0.0083920779,83
002170,芭田股份,CN,SZSE,C 制造业,False,2007-09-19T00:00:00.000,10838828567.19,8792236794.25,11.17,250062024.0,11.834,2.677,False,False,False,True,250062024.0,20.0,True,False,False,True,0.2593,0.3562476543,0.1802668285,0.3514156434,1.6161926719,True,0.1891494519,0.6376560475,C 制造业,0.0433789954,0.1359184088,0.2610993658,0.4704016913,0.0083920779,83
002262,恩华药业,CN,SZSE,C 制造业,False,2008-07-23T00:00:00.000,18517789408.09,16111242040.15,18.23,156731948.0,17.362,2.211,False,False,False,True,156731948.0,20.0,True,False,False,True,0.1388,0.7212716929,0.17887,0.1296005454,1.0199136661,True,0.1195240363,0.0772542354,C 制造业,0.0197433366,0.0582353397,0.3245243129,0.3609936575,0.0083920779,83
002287,奇正藏药,CN,SZSE,C 制造业,False,2009-08-28T00:00:00.000,10652840939.86,10631003199.04,18.62,45420469.0,15.608,2.113,False,False,False,True,45420469.0,20.0,True,False,False,True,0.1468,0.8305169715,0.2683866456,0.277704087,1.1253455843,True,0.1022270652,0.0992692689,C 制造业,0.0201177625,0.0684984127,0.3023255814,0.3350951374,0.0083920779,83
002351,漫步者,CN,SZSE,C 制造业,False,2010-02-05T00:00:00.000,8162002260.0,4783301194.5,9.18,79365477.0,19.125,2.654,False,False,False,True,79365477.0,20.0,True,False,False,True,0.1494,0.4063110203,0.1540878921,0.1577347379,0.9053091377,True,0.076567121,0.0931570859,C 制造业,0.017905103,0.0478047977,0.3483086681,0.4640591966,0.0083920779,83
002444,巨星科技,CN,SZSE,C 制造业,False,2010-07-13T00:00:00.000,37076602769.28,35594469029.12,31.04,683715892.0,14.773,1.939,False,False,False,True,683715892.0,20.0,True,False,False,True,0.1416,0.3271916382,0.1711214098,0.1897059232,0.9204069843,True,0.1141081835,0.1320084723,C 制造业,0.0132625995,0.0623023968,0.2912262156,0.2885835095,0.0083920779,83
002632,道明光学,CN,SZSE,C 制造业,False,2011-11-22T00:00:00.000,5821263518.8,5353648092.5199995,9.32,218724073.0,26.629,2.614,False,False,False,True,218724073.0,20.0,True,False,False,True,0.1022,0.3395833966,0.1486087975,0.2345438019,2.0239352801,True,0.0332463008,0.0554835219,C 制造业,0.0145797599,0.0770610033,0.4339323467,0.4577167019,0.0083920779,83
002833,弘亚数控,CN,SZSE,C 制造业,False,2016-12-28T00:00:00.000,7631938321.42,5185243433.93,17.99,276402506.0,17.812,2.555,False,False,False,True,276402506.0,20.0,True,False,False,True,0.1481,0.3211821155,0.177277808,0.296946955,1.444093536,True,0.0753251489,0.040872038,C 制造业,0.0307692308,0.0814739082,0.3324524313,0.4423890063,0.0083920779,83
002884,凌霄泵业,CN,SZSE,C 制造业,False,2017-07-11T00:00:00.000,5404582710.99,4126125293.68,15.11,31874550.0,11.898,2.15,False,False,False,True,31874550.0,20.0,True,False,False,True,0.1946,0.3566526569,0.2641487127,0.0757656657,1.0090553816,True,0.0371021947,0.0487780381,C 制造业,0.0539374326,0.0849338073,0.2621564482,0.3456659619,0.0083920779,83
002967,广电计量,CN,SZSE,M 科研服务,False,2019-11-08T00:00:00.000,11502903133.6,9877441772.55,18.05,140187649.0,23.75,2.338,False,False,False,True,140187649.0,20.0,True,False,False,True,0.1219,0.46838968,0.1178154552,0.4462976853,2.2419963061,True,0.1438243745,0.1252202632,M 科研服务,0.0095877277,0.0827452492,0.421875,0.4375,0.0089820359,5
300002,神州泰岳,CN,SZSE,I 信息技术,False,2009-10-30T00:00:00.000,13789888800.66,12975853861.529999,7.01,465928620.0,17.152,1.764,False,False,False,True,465928620.0,20.0,True,False,False,True,0.1094,0.5771148976,0.1376972657,0.1264972039,1.4242297548,True,0.1011274398,0.1794579852,I 信息技术,0.0079365079,0.0827803809,0.4273504274,0.1111111111,0.0076136876,8
300009,安科生物,CN,SZSE,C 制造业,False,2009-10-30T00:00:00.000,12530255310.0,9226854240.0,7.5,105863269.0,17.045,2.642,False,False,False,True,105863269.0,20.0,True,False,False,True,0.175,0.7569796404,0.2777960379,0.1462414308,1.1741417785,True,0.0923777957,0.15417627,C 制造业,0.0304136253,0.0688908925,0.3213530655,0.4619450317,0.0083920779,83
300130,新国都,CN,SZSE,C 制造业,False,2010-10-19T00:00:00.000,11714857212.1,8973337089.85,20.65,492595280.0,24.88,2.593,False,False,False,True,492595280.0,20.0,True,False,False,True,0.108,0.3435655744,0.1474307376,0.2835774497,0.8651312574,True,0.0385168217,0.4021454733,C 制造业,0.0107526882,0.0346215327,0.4170190275,0.4519027484,0.0083920779,83
300286,安科瑞,CN,SZSE,C 制造业,False,2012-01-13T00:00:00.000,6247045756.05,5175676595.14,24.91,314675169.0,28.965,2.711,False,False,False,True,314675169.0,20.0,True,False,False,True,0.1025,0.4645124928,0.187501547,0.1699760089,1.0861149436,True,0.0876949672,0.1105848518,C 制造业,0.0140505821,0.0356712368,0.4614164905,0.4751585624,0.0083920779,83
300360,炬华科技,CN,SZSE,C 制造业,False,2014-01-21T00:00:00.000,5974854404.120001,5813589266.940001,11.62,62403840.0,10.564,1.406,False,False,False,True,62403840.0,20.0,True,False,False,True,0.1362,0.4310047044,0.3359794607,0.1529817718,0.8946670924,True,0.0898907628,0.140812303,C 制造业,0.0203389831,0.0848713073,0.2478858351,0.1390063425,0.0083920779,83
300470,中密控股,CN,SZSE,C 制造业,False,2015-06-12T00:00:00.000,5866600600.77,5562145501.64,28.21,63759339.0,15.065,1.974,False,False,False,True,63759339.0,20.0,True,False,False,True,0.138,0.4557914348,0.2178822379,0.1710208065,1.0607304061,True,0.1386086642,0.128106147,C 制造业,0.0162601626,0.0696833035,0.2922832981,0.2996828753,0.0083920779,83
300641,正丹股份,CN,SZSE,C 制造业,False,2017-04-18T00:00:00.000,8408716960.0,8408716960.0,16.0,224435338.0,11.765,2.565,False,False,False,True,224435338.0,20.0,True,False,False,True,0.2348,0.380968374,0.3117809311,0.0392229923,1.5544965116,True,0.1169199344,0.7541522421,C 制造业,0.0257864879,0.1320204211,0.2589852008,0.4445031712,0.0083920779,83
300910,瑞丰新材,CN,SZSE,C 制造业,False,2020-11-27T00:00:00.000,10552814731.35,7391006720.3,27.55,131543051.0,11.02,2.666,False,False,False,True,131543051.0,20.0,True,False,False,True,0.2099,0.3460148843,0.2098976453,0.2447335569,1.0141347553,True,0.3244464177,0.3212833581,C 制造业,0.0328587076,0.0707680248,0.2531712474,0.4677589852,0.0083920779,83
301061,匠心家居,CN,SZSE,C 制造业,False,2021-09-13T00:00:00.000,9609795613.59,6380891976.24,33.79,74036478.0,8.576,2.204,False,False,False,True,74036478.0,20.0,True,False,False,True,0.2196,0.3929009176,0.2537605129,0.2250891437,0.9200481402,True,0.2071690348,0.3305709343,C 制造业,0.0087796313,0.0820956608,0.2362579281,0.3588794926,0.0083920779,83
301219,腾远钴业,CN,SZSE,C 制造业,False,2022-03-17T00:00:00.000,20313031271.82,14498122146.76,53.06,650804548.0,14.074,2.058,False,False,False,True,650804548.0,20.0,True,False,False,True,0.1213,0.2772743289,0.1331900952,0.2843695426,0.8399293938,True,0.3608361272,0.1670032526,C 制造业,0.0127437237,0.0459307422,0.2838266385,0.3202959831,0.0083920779,83
301303,真兰仪表,CN,SZSE,C 制造业,False,2023-02-20T00:00:00.000,6876016000.0,1719004000.0,16.82,130712304.0,20.024,1.965,False,False,False,True,130712304.0,20.0,True,False,False,True,0.1018,0.4041360324,0.1924422917,0.2685693776,0.9548136306,True,0.1597266211,0.1350203335,C 制造业,0.0198863636,0.047637602,0.36205074,0.2965116279,0.0083920779,83
600007,中国国贸,CN,SSE,SW_UNKNOWN,False,1999-03-12T00:00:00.000,19098076844.64,19098076844.64,18.96,120674050.0,15.933,1.9,False,False,False,True,120674050.0,20.0,True,False,False,True,0.1264,0.5772150668,0.3189063372,0.1484896898,1.3100604096,True,0.0400640059,0.078118754,SW_UNKNOWN,0.0559623431,0.0824732281,0.3957367933,0.405931418,0.0110146862,109
600012,皖通高速,CN,SSE,SW_UNKNOWN,False,2003-01-07T00:00:00.000,27234954710.66,18579664000.0,15.94,80196536.0,14.295,2.039,False,False,False,True,80196536.0,20.0,True,False,False,True,0.1401,0.4450255392,0.2793161022,0.5328561305,1.8852722955,True,0.1803412399,0.1664976504,SW_UNKNOWN,0.0414052698,0.1299614048,0.3665430955,0.4443929564,0.0110146862,109
600062,华润双鹤,CN,SSE,SW_UNKNOWN,False,1997-05-22T00:00:00.000,16201887171.6,16196316052.8,15.6,116379761.0,9.781,1.337,False,False,False,True,116379761.0,20.0,True,False,False,True,0.1486,0.5801396698,0.149711862,0.2650916318,0.9044080621,True,0.0528361721,0.1037961591,SW_UNKNOWN,0.0242948718,0.0919346269,0.28081557,0.2479147359,0.0110146862,109
