code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,21126781744.68,21123947797.68,7.08,153366490.0,10.525,1.054,False,False,False,True,153366490.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0343859649,0.1751648721,0.2068965517,0.224137931,0.0186440678,7
000729,燕京啤酒,CN,SZSE,C 制造业,False,1997-07-16T00:00:00.000,31032118144.41,27630769403.670002,11.01,174539425.0,18.473,1.838,False,False,False,True,174539425.0,20.0,True,False,False,True,0.1107,0.4356044161,0.1095101614,0.2947095032,1.6209906224,True,0.0700747952,0.5352482516,C 制造业,0.0090826521,0.0877101924,0.3405149764,0.2522333158,0.0078605201,85
000791,甘肃能源,CN,SZSE,D 水电煤气,False,1997-10-14T00:00:00.000,24134167680.48,14401104207.84,7.44,285012510.0,11.765,1.591,False,False,False,True,285012510.0,20.0,True,False,False,True,0.144,0.4165256488,0.2262951569,0.5235109106,2.5112424529,True,0.3196734661,0.3592790156,D 水电煤气,0.0256124722,0.213460901,0.2413793103,0.5,0.0186440678,7
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8262000599.4,8185973999.400001,8.1,82762059.0,13.5,2.562,False,False,False,True,82762059.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1225228151,0.2758801892,0.4571728849,0.0078605201,85
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5792674309.2,5787517099.200001,24.72,332391896.0,10.842,2.215,False,False,False,True,332391896.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2195052911,0.2454019968,0.3783499737,0.0078605201,85
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,39758164627.62,39718577774.79,23.89,238566696.0,11.597,1.741,False,False,False,True,238566696.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.0173712851,0.1386654261,0.2511823437,0.2217551235,0.0078605201,85
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,36600000000.0,13176000000.0,9.76,369868215.0,12.2,1.379,False,False,False,True,369868215.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2456508491,0.2586206897,0.4137931034,0.0186440678,7
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,9729629282.0,8180842185.5,11.3,170956145.0,12.283,1.622,False,False,False,True,170956145.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0803059449,0.2580136626,0.1881240147,0.0078605201,85
002128,电投能源,CN,SZSE,B 采矿业,False,2007-04-18T00:00:00.000,85290294415.04,61150124889.04,27.28,487686092.0,11.273,1.614,False,False,False,True,487686092.0,20.0,True,False,False,True,0.1494,0.3683414782,0.1799467607,0.348983684,1.6990825472,True,0.0845011017,0.2121579811,B 采矿业,0.033101622,0.1079546031,0.1666666667,0.2666666667,0.0083528233,5
002130,沃尔核材,CN,SZSE,C 制造业,False,2007-04-20T00:00:00.000,25099980400.66,20700219228.370003,17.93,1676202028.0,19.489,2.73,False,False,False,True,1676202028.0,20.0,True,False,False,True,0.1905,0.3165310693,0.1353584577,0.4476402896,1.014148428,True,0.1559314126,0.2364886447,C 制造业,0.0095320624,0.0462172601,0.3536521282,0.4976353127,0.0078605201,85
