code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,21484862791.2,21481980811.2,7.2,124673565.0,10.703,1.072,False,False,False,True,124673565.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0343859649,0.1722454575,0.224137931,0.2413793103,0.018698988,6
000729,燕京啤酒,CN,SZSE,C 制造业,False,1997-07-16T00:00:00.000,32554129388.55,28985957003.850002,11.55,165496092.0,19.379,1.929,False,False,False,True,165496092.0,20.0,True,False,False,True,0.1107,0.4356044161,0.1095101614,0.2947095032,1.6209906224,True,0.0700747952,0.5352482516,C 制造业,0.0086580087,0.0836094562,0.3392857143,0.2594537815,0.0077179314,82
000791,甘肃能源,CN,SZSE,D 水电煤气,False,1997-10-14T00:00:00.000,23485399732.08,14013977750.64,7.24,103526995.0,11.448,1.549,False,False,False,True,103526995.0,20.0,True,False,False,True,0.144,0.4165256488,0.2262951569,0.5235109106,2.5112424529,True,0.3196734661,0.3592790156,D 水电煤气,0.0256124722,0.219357611,0.2413793103,0.4655172414,0.018698988,6
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8843400641.58,8762024021.58,8.67,121595856.0,14.45,2.742,False,False,False,True,121595856.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1144676819,0.2788865546,0.481092437,0.0077179314,82
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5867660384.400001,5862436414.400001,25.04,61664734.0,10.982,2.243,False,False,False,True,61664734.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2167001117,0.2452731092,0.3576680672,0.0077179314,82
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,40590273556.62,40549858180.29,24.39,152041021.0,11.84,1.778,False,False,False,True,152041021.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.0170151702,0.1358227565,0.2510504202,0.2195378151,0.0077179314,82
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,36150000000.0,13014000000.0,9.64,155512921.0,12.05,1.362,False,False,False,True,155512921.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2487087435,0.2586206897,0.4137931034,0.018698988,6
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,11245040568.4,9455026455.1,13.06,101749588.0,14.196,1.874,False,False,False,True,101749588.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0694837042,0.2783613445,0.2431722689,0.0077179314,82
002128,电投能源,CN,SZSE,B 采矿业,False,2007-04-18T00:00:00.000,91011747449.48,65252204381.229996,29.11,413843443.0,12.029,1.722,False,False,False,True,413843443.0,20.0,True,False,False,True,0.1494,0.3683414782,0.1799467607,0.348983684,1.6990825472,True,0.0845011017,0.2121579811,B 采矿业,0.033101622,0.1011680375,0.1666666667,0.2666666667,0.0083528233,5
002130,沃尔核材,CN,SZSE,C 制造业,False,2007-04-20T00:00:00.000,24022067131.92,19811252758.44,17.16,366632126.0,18.652,2.613,False,False,False,True,366632126.0,20.0,True,False,False,True,0.1905,0.3165310693,0.1353584577,0.4476402896,1.014148428,True,0.1559314126,0.2364886447,C 制造业,0.0095320624,0.0482911115,0.3293067227,0.4495798319,0.0077179314,82
002262,恩华药业,CN,SZSE,C 制造业,False,2008-07-23T00:00:00.000,22325890162.92,19478429762.2,22.04,121628659.0,20.99,2.661,False,False,False,True,121628659.0,20.0,True,False,False,True,0.1388,0.7212716929,0.17887,0.1296005454,1.0199136661,True,0.1195240363,0.0772542354,C 制造业,0.0197433366,0.0483022065,0.3639705882,0.4632352941,0.0077179314,82
002275,桂林三金,CN,SZSE,C 制造业,False,2009-07-10T00:00:00.000,7368110244.0,7081981364.7,12.54,39871092.0,16.946,2.257,False,False,False,True,39871092.0,20.0,True,False,False,True,0.1389,0.7602772753,0.2117258734,0.2506146093,1.6348775023,True,0.0548348465,0.093508034,C 制造业,0.0224382947,0.0961062268,0.306197479,0.3613445378,0.0077179314,82
