code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,20798540785.370003,20765217215.37,6.97,328486455.0,10.361,1.027,False,False,False,True,328486455.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0343859649,0.1779293105,0.2068965517,0.2586206897,0.0186440678,7
000791,甘肃能源,CN,SZSE,D 水电煤气,False,1997-10-14T00:00:00.000,24036852488.22,14343035239.26,7.41,322176646.0,11.717,1.545,False,False,False,True,322176646.0,20.0,True,False,False,True,0.144,0.4165256488,0.2262951569,0.5235109106,2.5112424529,True,0.3196734661,0.3592790156,D 水电煤气,0.0256124722,0.2143251152,0.2413793103,0.4827586207,0.0186440678,7
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8527200618.64,8453164458.64,8.36,139138565.0,13.933,2.298,False,False,False,True,139138565.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1187122969,0.2829396325,0.4367454068,0.0085858546,84
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5963736293.25,5959942970.75,25.45,75957618.0,11.162,2.007,False,False,False,True,75957618.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2132090686,0.2498687664,0.3543307087,0.0085858546,84
000975,山金国际,CN,SZSE,B 采矿业,False,2000-06-08T00:00:00.000,51430383937.8,46806052230.350006,18.55,1005310530.0,17.328,3.167,False,False,False,True,1005310530.0,20.0,True,False,False,True,0.2156,0.3182193397,0.1737953873,0.1864508657,1.5749068456,True,0.1668175308,0.1905406467,B 采矿业,0.0170294966,0.0909984573,0.3,0.4,0.0083528233,5
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,41871721307.28,41833381115.48,25.16,552797427.0,12.214,1.801,False,False,False,True,552797427.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.024370095,0.1316660187,0.2624671916,0.2866141732,0.0085858546,84
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,37800000000.0,13608000000.0,10.08,197642509.0,12.6,1.375,False,False,False,True,197642509.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2378524094,0.2586206897,0.4310344828,0.0186440678,7
002001,新和成,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,89743913056.0,88676017897.59999,29.2,1415357765.0,13.213,2.555,False,False,False,True,1415357765.0,20.0,True,False,False,True,0.2187,0.4467391229,0.3039903473,0.2772751322,1.3005872607,True,0.1662326171,0.136741171,C 制造业,0.0260926288,0.0980281675,0.2729658793,0.4955380577,0.0085858546,84
002003,伟星股份,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,11175562738.2,9607748159.199999,9.4,128231319.0,17.091,2.391,False,False,False,True,128231319.0,20.0,True,False,False,True,0.1441,0.4203445898,0.1342824627,0.3237517122,1.7600313931,True,0.1397273809,0.1021970403,C 制造业,0.040526849,0.1015172954,0.3223097113,0.4582677165,0.0085858546,84
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,11899422714.8,10005242389.699999,13.82,414106651.0,15.022,1.953,False,False,False,True,414106651.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0656626033,0.294488189,0.3343832021,0.0085858546,84
002128,电投能源,CN,SZSE,B 采矿业,False,2007-04-18T00:00:00.000,78568368718.84,56330741879.09,25.13,537687272.0,10.384,1.979,False,False,False,True,537687272.0,20.0,True,False,False,True,0.1494,0.3683414782,0.1799467607,0.2275006875,1.6990825472,True,0.0845011017,0.2121579811,B 采矿业,0.033101622,0.1171906714,0.1666666667,0.3333333333,0.0083528233,5
002130,沃尔核材,CN,SZSE,C 制造业,False,2007-04-20T00:00:00.000,21334283396.88,17479552350.96,15.24,511382824.0,16.565,2.331,False,False,False,True,511382824.0,20.0,True,False,False,True,0.1905,0.3165310693,0.1353584577,0.4476402896,1.014148428,True,0.1559314126,0.2364886447,C 制造业,0.0095320624,0.0543750311,0.3149606299,0.4435695538,0.0085858546,84
002170,芭田股份,CN,SZSE,C 制造业,False,2007-09-19T00:00:00.000,10081954235.73,8178275764.75,10.39,200115596.0,11.008,2.49,False,False,False,True,200115596.0,20.0,True,False,False,True,0.2593,0.3562476543,0.1802668285,0.3514156434,1.6161926719,True,0.1891494519,0.6376560475,C 制造业,0.0433789954,0.1461221007,0.249343832,0.4797900262,0.0085858546,84
