code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,20947741221.42,20944931290.92,7.02,133600738.0,10.436,1.045,False,False,False,True,133600738.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0343859649,0.1766620077,0.2068965517,0.2413793103,0.0186440678,7
000729,燕京啤酒,CN,SZSE,C 制造业,False,1997-07-16T00:00:00.000,30327483309.16,27003367736.920002,10.76,319993825.0,18.054,1.797,False,False,False,True,319993825.0,20.0,True,False,False,True,0.1107,0.4356044161,0.1095101614,0.2947095032,1.6209906224,True,0.0700747952,0.5352482516,C 制造业,0.0092936803,0.0897480687,0.3289542827,0.2296374146,0.0078453462,86
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8313000603.099999,8236504703.1,8.15,50247454.0,13.583,2.578,False,False,False,True,50247454.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1217711414,0.274829217,0.450867052,0.0078453462,86
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5630985584.55,5625972325.799999,24.03,44701273.0,10.539,2.153,False,False,False,True,44701273.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2258081896,0.2427745665,0.3436678928,0.0078453462,86
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,39275541448.8,39236435139.6,23.6,182562379.0,11.456,1.72,False,False,False,True,182562379.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.0175847458,0.1403693657,0.2511823437,0.2133473463,0.0078453462,86
001216,华瓷股份,CN,SZSE,C 制造业,False,2021-10-19T00:00:00.000,6385128852.059999,5398307672.13,21.87,496116528.0,24.852,2.546,False,False,False,True,496116528.0,20.0,True,False,False,True,0.1235,0.3345814714,0.1498124259,0.183090988,1.582252809,True,0.0982293869,0.1331611478,C 制造业,0.0239485564,0.05462949,0.422490804,0.443510247,0.0078453462,86
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,36225000000.0,13041000000.0,9.66,118091880.0,12.075,1.365,False,False,False,True,118091880.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2481938186,0.2586206897,0.4137931034,0.0186440678,7
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,9815732196.0,8253239019.000001,11.4,136169535.0,12.391,1.636,False,False,False,True,136169535.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0796015068,0.2627430373,0.1807672097,0.0078453462,86
002128,电投能源,CN,SZSE,B 采矿业,False,2007-04-18T00:00:00.000,86478355700.87999,62001922816.380005,27.66,459577336.0,11.43,1.636,False,False,False,True,459577336.0,20.0,True,False,False,True,0.1494,0.3683414782,0.1799467607,0.348983684,1.6990825472,True,0.0845011017,0.2121579811,B 采矿业,0.033101622,0.1064714957,0.1666666667,0.2666666667,0.0083528233,5
002130,沃尔核材,CN,SZSE,C 制造业,False,2007-04-20T00:00:00.000,23994069384.68,19788162720.260002,17.14,705617872.0,18.63,2.61,False,False,False,True,705617872.0,20.0,True,False,False,True,0.1905,0.3165310693,0.1353584577,0.4476402896,1.014148428,True,0.1559314126,0.2364886447,C 制造业,0.0095320624,0.0483474605,0.3384130321,0.4587493431,0.0078453462,86
