code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,21663903314.46,21660997317.960003,7.26,176343554.0,10.792,1.07,False,False,False,True,176343554.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0343859649,0.1708219414,0.224137931,0.275862069,0.0186440678,7
000729,燕京啤酒,CN,SZSE,C 制造业,False,1997-07-16T00:00:00.000,35006258615.22,31169314804.14,12.42,269044040.0,20.839,2.223,False,False,False,True,269044040.0,20.0,True,False,False,True,0.1107,0.4356044161,0.1095101614,0.2947095032,1.6209906224,True,0.0700747952,0.5352482516,C 制造业,0.0167504188,0.0777527551,0.3926509186,0.4293963255,0.0081859953,82
000791,甘肃能源,CN,SZSE,D 水电煤气,False,1997-10-14T00:00:00.000,24263921270.16,14478529499.28,7.48,323014529.0,11.828,1.56,False,False,False,True,323014529.0,20.0,True,False,False,True,0.144,0.4165256488,0.2262951569,0.5235109106,2.5112424529,True,0.3196734661,0.3592790156,D 水电煤气,0.0256124722,0.2123193989,0.2413793103,0.5,0.0186440678,7
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8180400593.48,8109375473.48,8.02,99273345.0,13.367,2.204,False,False,False,True,99273345.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1237449878,0.2787401575,0.424671916,0.0081859953,82
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5795017624.05,5791331617.55,24.73,58169315.0,10.846,1.95,False,False,False,True,58169315.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2194165304,0.2488188976,0.3585301837,0.0081859953,82
000975,山金国际,CN,SZSE,B 采矿业,False,2000-06-08T00:00:00.000,60441098104.8,55006573510.600006,21.8,1964245176.0,20.364,3.722,False,False,False,True,1964245176.0,20.0,True,False,False,True,0.2156,0.3182193397,0.1737953873,0.1864508657,1.5749068456,True,0.1668175308,0.1905406467,B 采矿业,0.0170294966,0.0774321735,0.3333333333,0.4,0.0083528233,5
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,41106181092.6,41068541874.1,24.7,260050100.0,11.99,1.768,False,False,False,True,260050100.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.024370095,0.1341180984,0.2608923885,0.2902887139,0.0081859953,82
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,39112500000.0,14080500000.0,10.43,181544457.0,13.038,1.423,False,False,False,True,181544457.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.229870785,0.2586206897,0.4310344828,0.0186440678,7
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,11589452224.4,9744613789.1,13.46,224379593.0,14.63,1.902,False,False,False,True,224379593.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0674188096,0.2908136483,0.3427821522,0.0081859953,82
002128,电投能源,CN,SZSE,B 采矿业,False,2007-04-18T00:00:00.000,82914171843.36,59446529034.36001,26.52,347142280.0,10.959,2.088,False,False,False,True,347142280.0,20.0,True,False,False,True,0.1494,0.3683414782,0.1799467607,0.2275006875,1.6990825472,True,0.0845011017,0.2121579811,B 采矿业,0.033101622,0.1110483247,0.1666666667,0.3333333333,0.0083528233,5
