code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000423,东阿阿胶,CN,SZSE,C 制造业,False,1996-07-29T00:00:00.000,29937497094.96,29884786709.469997,46.79,188286112.0,17.33,2.774,False,False,False,True,188286112.0,20.0,True,False,False,True,0.1666,0.7346974566,0.2594952302,0.2255375736,1.3165892193,True,0.1446812511,1.0930083868,C 制造业,0.0289880937,0.0764662379,0.3207349081,0.4929133858,0.008313686,86
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,20082378692.33,20050202562.329998,6.73,129108631.0,10.004,0.992,False,False,False,True,129108631.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0251682369,0.1842744865,0.224137931,0.2413793103,0.0186440678,7
000791,甘肃能源,CN,SZSE,D 水电煤气,False,1997-10-14T00:00:00.000,23615153321.76,14091403042.08,7.28,223535057.0,11.512,1.518,False,False,False,True,223535057.0,20.0,True,False,False,True,0.144,0.4165256488,0.2262951569,0.5235109106,2.5112424529,True,0.3196734661,0.3592790156,D 水电煤气,0.0256124722,0.2181523494,0.2413793103,0.5,0.0186440678,7
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8088600586.820001,8018372506.82,7.93,82527895.0,13.217,2.18,False,False,False,True,82527895.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1251494076,0.2745406824,0.3643044619,0.008313686,86
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5745808012.2,5742153306.2,24.52,54917692.0,10.754,1.934,False,False,False,True,54917692.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2212957095,0.2488188976,0.2923884514,0.008313686,86
000975,山金国际,CN,SZSE,B 采矿业,False,2000-06-08T00:00:00.000,55533724543.08,50540443459.51,20.03,1453814089.0,18.711,3.42,False,False,False,True,1453814089.0,20.0,True,False,False,True,0.2156,0.3182193397,0.1737953873,0.1864508657,1.5749068456,True,0.1668175308,0.1905406467,B 采矿业,0.0170294966,0.0842746571,0.3333333333,0.4,0.0083528233,5
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,39541816306.08,39505609511.28,23.76,268334174.0,11.534,1.701,False,False,False,True,268334174.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.024370095,0.1394241174,0.2572178478,0.2157480315,0.008313686,86
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,37162500000.0,13378500000.0,9.91,375630254.0,12.388,1.352,False,False,False,True,375630254.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2419326223,0.2586206897,0.4310344828,0.0186440678,7
002001,新和成,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,88207202216.0,87157592933.6,28.7,938103450.0,12.986,2.511,False,False,False,True,938103450.0,20.0,True,False,False,True,0.2187,0.4467391229,0.3039903473,0.2772751322,1.3005872607,True,0.1662326171,0.136741171,C 制造业,0.0260926288,0.0997359753,0.2708661417,0.4456692913,0.008313686,86
002003,伟星股份,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,9998561981.73,8595868299.88,8.41,115691881.0,15.291,2.139,False,False,False,True,115691881.0,20.0,True,False,False,True,0.1441,0.4203445898,0.1342824627,0.3237517122,1.7600313931,True,0.1397273809,0.1021970403,C 制造业,0.040526849,0.1134676072,0.2934383202,0.3496062992,0.008313686,86
