code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,21544542965.620003,21541652980.12,7.22,123392742.0,10.733,1.075,False,False,False,True,123392742.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0343859649,0.1717683233,0.224137931,0.2413793103,0.0186440678,7
000729,燕京啤酒,CN,SZSE,C 制造业,False,1997-07-16T00:00:00.000,31764938373.07,28283267137.09,11.27,208872002.0,18.909,1.882,False,False,False,True,208872002.0,20.0,True,False,False,True,0.1107,0.4356044161,0.1095101614,0.2947095032,1.6209906224,True,0.0700747952,0.5352482516,C 制造业,0.0088731145,0.0856867097,0.3357856017,0.2475039411,0.0078015999,88
000791,甘肃能源,CN,SZSE,D 水电煤气,False,1997-10-14T00:00:00.000,23420522937.24,13975265104.92,7.22,134902849.0,11.417,1.544,False,False,False,True,134902849.0,20.0,True,False,False,True,0.144,0.4165256488,0.2262951569,0.5235109106,2.5112424529,True,0.3196734661,0.3592790156,D 水电煤气,0.0256124722,0.2199652498,0.2413793103,0.4827586207,0.0186440678,7
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8588400623.080001,8509370503.08,8.42,88253658.0,14.033,2.663,False,False,False,True,88253658.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.117866366,0.2753547031,0.4619022596,0.0078015999,88
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5949676404.150001,5944379415.400001,25.39,77318903.0,11.136,2.275,False,False,False,True,77318903.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2137129105,0.2448765108,0.3736205991,0.0078015999,88
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,41439024664.2,41397764193.9,24.9,186574219.0,12.087,1.815,False,False,False,True,186574219.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.0166666667,0.1330408446,0.253809774,0.2285864425,0.0078015999,88
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,35925000000.0,12933000000.0,9.58,154009431.0,11.975,1.353,False,False,False,True,154009431.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2502664183,0.2586206897,0.4137931034,0.0186440678,7
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,10917849495.2,9179918487.8,12.68,79366955.0,13.783,1.82,False,False,False,True,79366955.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0715660234,0.2722017867,0.2306883868,0.0078015999,88
002128,电投能源,CN,SZSE,B 采矿业,False,2007-04-18T00:00:00.000,91449454239.0,65566024670.25,29.25,311812332.0,12.087,1.731,False,False,False,True,311812332.0,20.0,True,False,False,True,0.1494,0.3683414782,0.1799467607,0.348983684,1.6990825472,True,0.0845011017,0.2121579811,B 采矿业,0.033101622,0.1006838144,0.1666666667,0.2666666667,0.0083528233,5
002130,沃尔核材,CN,SZSE,C 制造业,False,2007-04-20T00:00:00.000,24036066005.54,19822797777.53,17.17,775385270.0,18.663,2.615,False,False,False,True,775385270.0,20.0,True,False,False,True,0.1905,0.3165310693,0.1353584577,0.4476402896,1.014148428,True,0.1559314126,0.2364886447,C 制造业,0.0095320624,0.0482629862,0.3315817131,0.4524435102,0.0078015999,88
