code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000423,东阿阿胶,CN,SZSE,C 制造业,False,1996-07-29T00:00:00.000,30129445142.160004,30076396797.37,47.09,150456622.0,17.441,2.792,False,False,False,True,150456622.0,20.0,True,False,False,True,0.1666,0.7346974566,0.2594952302,0.2255375736,1.3165892193,True,0.1446812511,1.0930083868,C 制造业,0.0289880937,0.0759790884,0.3107611549,0.4677165354,0.0082352941,87
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,19515417035.34,19484149295.34,6.54,191377184.0,9.722,0.964,False,False,False,True,191377184.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0359633028,0.1896280267,0.2068965517,0.2068965517,0.0186440678,7
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8149800591.26,8079041151.26,7.99,115136769.0,13.317,2.196,False,False,False,True,115136769.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1242096123,0.2682414698,0.3312335958,0.0082352941,87
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5942646459.6,5938866551.599999,25.36,65769147.0,11.123,2.0,False,False,False,True,65769147.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2139657254,0.2482939633,0.2797900262,0.0082352941,87
000975,山金国际,CN,SZSE,B 采矿业,False,2000-06-08T00:00:00.000,55006944330.240005,50061028369.28,19.84,1322045073.0,18.533,3.387,False,False,False,True,1322045073.0,20.0,True,False,False,True,0.2156,0.3182193397,0.1737953873,0.1864508657,1.5749068456,True,0.1668175308,0.1905406467,B 采矿业,0.0170294966,0.0850817229,0.3333333333,0.4333333333,0.0083528233,5
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,39991155127.74,39954536892.090004,24.03,272168353.0,11.665,1.72,False,False,False,True,272168353.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.024370095,0.1378575543,0.2535433071,0.1947506562,0.0082352941,87
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,39637500000.0,14269500000.0,10.57,169074087.0,13.213,1.442,False,False,False,True,169074087.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2268261388,0.275862069,0.4137931034,0.0186440678,7
002001,新和成,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,92202650399.99998,91105497840.0,30.0,893185723.0,13.575,2.624,False,False,False,True,893185723.0,20.0,True,False,False,True,0.2187,0.4467391229,0.3039903473,0.2772751322,1.3005872607,True,0.1662326171,0.136741171,C 制造业,0.0260926288,0.095414083,0.2734908136,0.4362204724,0.0082352941,87
002003,伟星股份,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,10438451153.34,8974045621.04,8.78,65993881.0,15.964,2.233,False,False,False,True,65993881.0,20.0,True,False,False,True,0.1441,0.4203445898,0.1342824627,0.3237517122,1.7600313931,True,0.1397273809,0.1021970403,C 制造业,0.040526849,0.1086859427,0.2929133858,0.3427821522,0.0082352941,87
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,13079032636.599998,10997079008.65,15.19,936025726.0,16.511,2.146,False,False,False,True,936025726.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.059740433,0.2971128609,0.3154855643,0.0082352941,87
