code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,21246142093.52,21243292135.52,7.12,72650695.0,10.584,1.049,False,False,False,True,72650695.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0343859649,0.1741807998,0.224137931,0.2413793103,0.0152147858,6
000600,建投能源,CN,SZSE,D 水电煤气,False,1996-06-06T00:00:00.000,14840618914.48,8971118709.48,8.23,315366407.0,7.921,1.189,False,False,False,True,315366407.0,20.0,True,False,False,True,0.1658,0.2664763015,0.0824433909,0.5917792208,2.8842080737,True,0.0819211679,0.1441956029,D 水电煤气,0.0186440678,0.3650830055,0.1206896552,0.3793103448,0.0152147858,6
000729,燕京啤酒,CN,SZSE,C 制造业,False,1997-07-16T00:00:00.000,35767264237.29,31846908604.23,12.69,157676584.0,21.292,2.272,False,False,False,True,157676584.0,20.0,True,False,False,True,0.1107,0.4356044161,0.1095101614,0.2947095032,1.6209906224,True,0.0700747952,0.5352482516,C 制造业,0.0167504188,0.0760984412,0.3697478992,0.3781512605,0.0091558468,90
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,6041065683.3,6037223174.3,25.78,69990874.0,11.307,2.033,False,False,False,True,69990874.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2104798602,0.2468487395,0.3046218487,0.0091558468,90
000920,沃顿科技,CN,SZSE,C 制造业,False,1999-06-16T00:00:00.000,5548571925.32,5548307775.32,11.74,66852770.0,24.979,2.759,False,False,False,True,66852770.0,20.0,True,False,False,True,0.1139,0.3742267413,0.1091402029,0.2619502884,1.357031159,True,0.1001096771,0.1579198819,C 制造业,0.011476557,0.0539399609,0.4212184874,0.487394958,0.0091558468,90
000975,山金国际,CN,SZSE,B 采矿业,False,2000-06-08T00:00:00.000,71448032025.72,65023825659.090004,25.77,1114699235.0,24.073,4.4,False,False,False,True,1114699235.0,20.0,True,False,False,True,0.2156,0.3182193397,0.1737953873,0.1864508657,1.5749068456,True,0.1668175308,0.1905406467,B 采矿业,0.0170294966,0.0655033521,0.3666666667,0.4666666667,0.0083528233,5
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,41122823271.18,41085168814.130005,24.71,260189927.0,11.995,1.769,False,False,False,True,260189927.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.024370095,0.1340638215,0.2531512605,0.2200630252,0.0091558468,90
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,39525000000.0,14229000000.0,10.54,162590964.0,13.175,1.438,False,False,False,True,162590964.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.227471754,0.2586206897,0.4310344828,0.0152147858,6
002003,伟星股份,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,11722451978.58,10077914558.48,9.86,138927211.0,17.927,2.508,False,False,False,True,138927211.0,20.0,True,False,False,True,0.1441,0.4203445898,0.1342824627,0.3237517122,1.7600313931,True,0.1397273809,0.1021970403,C 制造业,0.040526849,0.0967811944,0.3203781513,0.4327731092,0.0091558468,90
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,12097459417.0,10171755106.75,14.05,353500626.0,15.272,1.985,False,False,False,True,353500626.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0645876994,0.2909663866,0.2893907563,0.0091558468,90
