code,name,market,exchange,industry,is_st,listing_date,total_market_cap,free_float_market_cap,latest_price,amount,pe_ttm,pb,is_suspended,is_penny_stock,is_biotech_w,is_profitable_biotech,avg_turnover_20d,effective_trade_days_30d,has_financial_history,consecutive_losses,long_negative_ocf,has_quality_financials,roe,gross_margin,net_margin,debt_asset_ratio,ocf_to_net_profit,has_growth_history,revenue_cagr,net_profit_cagr,valuation_industry,dividend_yield,fcf_yield,pe_percentile,pb_percentile,industry_dividend_median,industry_dividend_count
000598,兴蓉环境,CN,SZSE,D 水电煤气,False,1996-05-29T00:00:00.000,21275982180.730003,21273128219.980003,7.13,102757608.0,10.599,1.051,False,False,False,True,102757608.0,20.0,True,False,False,True,0.106,0.4411378689,0.221117411,0.5808908915,1.8457098739,True,0.1103208407,0.0907863228,D 水电煤气,0.0343859649,0.1739365069,0.224137931,0.2413793103,0.0186440678,7
000729,燕京啤酒,CN,SZSE,C 制造业,False,1997-07-16T00:00:00.000,32159533880.81,28634612070.47,11.41,743063657.0,19.144,1.905,False,False,False,True,743063657.0,20.0,True,False,False,True,0.1107,0.4356044161,0.1095101614,0.2947095032,1.6209906224,True,0.0700747952,0.5352482516,C 制造业,0.0087642419,0.0846353391,0.3403361345,0.2683823529,0.0081366965,85
000791,甘肃能源,CN,SZSE,D 水电煤气,False,1997-10-14T00:00:00.000,23355646142.4,13936552459.199999,7.2,75104355.0,11.385,1.54,False,False,False,True,75104355.0,20.0,True,False,False,True,0.144,0.4165256488,0.2262951569,0.5235109106,2.5112424529,True,0.3196734661,0.3592790156,D 水电煤气,0.0256124722,0.2205762644,0.2413793103,0.4827586207,0.0186440678,7
000848,承德露露,CN,SZSE,C 制造业,False,1997-11-13T00:00:00.000,8445600612.719999,8367884532.719999,8.28,120023825.0,13.8,2.619,False,False,False,True,120023825.0,20.0,True,False,False,True,0.1778,0.4474015066,0.1976031257,0.3427759666,1.6142188417,True,0.1126960593,0.0772916627,C 制造业,0.0582072177,0.1198592756,0.2757352941,0.4658613445,0.0081366965,85
000915,华特达因,CN,SZSE,C 制造业,False,1999-06-09T00:00:00.000,5553656194.5,5548711782.0,23.7,335774212.0,10.395,2.123,False,False,False,True,335774212.0,20.0,True,False,False,True,0.1829,0.8511081414,0.2401209455,0.1295371794,2.3763129372,True,0.0412007603,0.1297391169,C 制造业,0.0706464147,0.2289523543,0.243697479,0.3371848739,0.0081366965,85
000999,华润三九,CN,SZSE,C 制造业,False,2000-03-09T00:00:00.000,40174219092.12,40137433232.42,24.14,392967041.0,11.718,1.728,False,False,False,True,392967041.0,20.0,True,False,False,True,0.1607,0.5402999231,0.1082507021,0.3457646401,1.6115407437,True,0.183039074,0.1645095671,C 制造业,0.024370095,0.1372293716,0.2521008403,0.2106092437,0.0081366965,85
001286,陕西能源,CN,SZSE,D 水电煤气,False,2023-04-10T00:00:00.000,35662500000.0,12838500000.0,9.51,724965710.0,11.888,1.344,False,False,False,True,724965710.0,20.0,True,False,False,True,0.1182,0.3677524469,0.1310871185,0.5453014856,2.9874811849,True,0.1878133982,0.3224439523,D 水电煤气,0.0375457875,0.2521085476,0.2586206897,0.4310344828,0.0186440678,7
002003,伟星股份,CN,SZSE,C 制造业,False,2004-06-25T00:00:00.000,12423896873.85,10680954070.6,10.45,110448692.0,19.0,2.658,False,False,False,True,110448692.0,20.0,True,False,False,True,0.1441,0.4203445898,0.1342824627,0.3237517122,1.7600313931,True,0.1397273809,0.1021970403,C 制造业,0.040526849,0.091316993,0.3392857143,0.4742647059,0.0081366965,85
002020,京新药业,CN,SZSE,C 制造业,False,2004-07-15T00:00:00.000,11348364065.2,9541902655.3,13.18,283848998.0,14.326,1.862,False,False,False,True,283848998.0,20.0,True,False,False,True,0.1328,0.5014866406,0.1862649593,0.2773749262,1.0308288489,True,0.0454734886,0.0302426165,C 制造业,0.0277777778,0.0688510757,0.2820378151,0.2547268908,0.0081366965,85
002128,电投能源,CN,SZSE,B 采矿业,False,2007-04-18T00:00:00.000,84790058084.16,60791473130.16,27.12,142840843.0,11.207,2.136,False,False,False,True,142840843.0,20.0,True,False,False,True,0.1494,0.3683414782,0.1799467607,0.2275006875,1.6990825472,True,0.0845011017,0.2121579811,B 采矿业,0.033101622,0.1085915034,0.1666666667,0.3,0.0083528233,5
002130,沃尔核材,CN,SZSE,C 制造业,False,2007-04-20T00:00:00.000,22804165126.98,18683852217.66,16.29,207817394.0,17.707,2.492,False,False,False,True,207817394.0,20.0,True,False,False,True,0.1905,0.3165310693,0.1353584577,0.4476402896,1.014148428,True,0.1559314126,0.2364886447,C 制造业,0.0095320624,0.0508701948,0.318802521,0.4317226891,0.0081366965,85
002170,芭田股份,CN,SZSE,C 制造业,False,2007-09-19T00:00:00.000,10897549404.61,8859062735.01,11.23,129460263.0,11.897,2.691,False,False,False,True,129460263.0,20.0,True,False,False,True,0.2593,0.3562476543,0.1802668285,0.3514156434,1.6161926719,True,0.1891494519,0.6376560475,C 制造业,0.0433789954,0.1351860201,0.2542016807,0.4816176471,0.0081366965,85
002262,恩华药业,CN,SZSE,C 制造业,False,2008-07-23T00:00:00.000,22296515496.85,19398889894.75,21.95,288238961.0,20.905,2.657,False,False,False,True,288238961.0,20.0,True,False,False,True,0.1388,0.7212716929,0.17887,0.1296005454,1.0199136661,True,0.1195240363,0.0772542354,C 制造业,0.0197433366,0.0483658425,0.3697478992,0.4737394958,0.0081366965,85
002287,奇正藏药,CN,SZSE,C 制造业,False,2009-08-28T00:00:00.000,11362267511.58,11338975485.119999,19.86,85478537.0,16.647,2.254,False,False,False,True,85478537.0,20.0,True,False,False,True,0.1468,0.8305169715,0.2683866456,0.277704087,1.1253455843,True,0.1022270652,0.0992692689,C 制造业,0.0201177625,0.0642215732,0.3040966387,0.3781512605,0.0081366965,85
002444,巨星科技,CN,SZSE,C 制造业,False,2010-07-13T00:00:00.000,35129603332.619995,33725300713.48,29.41,285559803.0,13.997,1.837,False,False,False,True,285559803.0,20.0,True,False,False,True,0.1416,0.3271916382,0.1711214098,0.1897059232,0.9204069843,True,0.1141081835,0.1320084723,C 制造业,0.0132625995,0.0657554029,0.2773109244,0.2489495798,0.0081366965,85
002545,东方铁塔,CN,SZSE,C 制造业,False,2011-02-11T00:00:00.000,21671561485.86,19687451793.36,17.42,219957619.0,17.966,2.121,False,False,False,True,219957619.0,20.0,True,False,False,True,0.1297,0.4033108582,0.2472317731,0.3082764771,1.979382484,True,0.129722492,0.3131766442,C 制造业,0.0191326531,0.1101731775,0.3245798319,0.3361344538,0.0081366965,85
002558,巨人网络,CN,SZSE,I 信息技术,False,2011-03-02T00:00:00.000,49661684302.23,49661423002.23,26.13,1060979004.0,27.798,3.044,False,False,False,True,1060979004.0,20.0,True,False,False,True,0.1245,0.9103330034,0.3476084045,0.1866990754,1.7013857745,True,0.1788231427,0.1126220485,I 信息技术,0.0072908672,0.0601088247,0.4831932773,0.4411764706,0.0070491096,10
